"ID tanggapan","Tanggal pengiriman","Halaman terakhir","Bahasa utama","Biji","Tanggal mulai","Tanggal tindakan terakhir","Jenis Kelamin ","Usia","Asal Institusi","Status","Jabatan Akademik","Masa Kerja","Strata","Menurut Anda, hal apa yang pertama kali terlintas di pikiran Anda tatkala mendengar istilah Artificial Intelligent (AI)? ","Sejauh mana Anda memahami kondisi yang menuntut Anda menggunakan AI? ","Sejauh mana Anda memahami penggunaan AI secara bijak dan bertanggung jawab? ","Apakah Anda mengetahui bahwa Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi Tahun 2024 telah menerbitkan dokumen Panduan Penggunaan Generative AI (GenAI) pada Pembelajaran di Perguruan Tinggi? ","Seberapa sering Anda menggunakan aplikasi AI untuk pekerjaan terkait dengan status Anda sebagai Dosen/Tenaga Kependidikan/Mahasiswa? ","Menurut Anda, seberapa besar ketergantungan Anda pada penggunaan AI untuk pekerjaan terkait status Anda? ","Penggunaan AI membantu Anda meningkatkan pemahaman tentang suatu materi/pekerjaan ","Apakah perguruan tinggi Anda memiliki dokumen panduan resmi mengenai penggunaan AI? ","Apakah dokumen panduan AI tersebut secara resmi diterbitkan oleh perguruan tinggi? ","Apakah dokumen panduan penggunaan AI di perguruan tinggi Anda diterbitkan berdasarkan surat keputusan atau surat edaran dari pimpinan (Rektor/Ketua)? ","Kapan dokumen tersebut diterbitkan? ","Apakah dokumen panduan penggunaan AI mencakup aspek etika, seperti anti-plagiarisme, bias algoritmik, atau penyalahgunaan data? ","Apakah ada aturan spesifik mengenai penggunaan AI untuk tugas mata kuliah, skripsi, tesis, disertasi, atau publikasi ilmiah? ","Apakah dokumen panduan penggunaan AI mencantumkan sanksi atau konsekuensi bagi pelanggaran yang dilakukan oleh mahasiswa atau dosen? ","Apakah di perguruan tinggi Anda ada panduan untuk pemanfaatan AI dalam proses administratif dan operasional universitas? ","Apakah panduan tersebut telah disosialisasikan kepada seluruh sivitas akademika (dosen, mahasiswa, staf)? ","Seberapa mudah dokumen tersebut diakses? (Misalnya, tersedia di situs web resmi, hanya di intranet, atau hanya tersedia secara secara printed) ","Apakah perguruan tinggi Anda menyelenggarakan pelatihan atau lokakarya bagi dosen dan mahasiswa tentang penggunaan AI secara bijak dan bertanggung jawab? ","Saya memahami isi dokumen panduan (penggunaan AI yang diterbitkan oleh kampus Saya, atau Panduan Penggunaan AI pada Pembelajaran di Perguruan Tinggi yang diterbitkan oleh Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi Tahun 2024.) ","Menurut Anda, apakah panduan penggunaan AI akan bermanfaat dalam memandu Anda menggunakan AI secara etis dan produktif? ","Panduan tersebut justru terlalu membatasi kreativitas dan inovasi dalam pekerjaan administratif/pembelajaran/penelitian)? ","Menurut Anda, apakah penggunaan AI di lingkungan PTKIN dalam konteks akademik dan administrasi perlu diatur secara formal?","Tuliskan saran/harapan Anda terhadap regulasi penggunaan AI di PTKIN?"
"53","2025-09-17 05:55:42","7","id","873468696","2025-09-17 05:47:55","2025-09-17 05:55:42","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Sangat Paham","Paham","Ya","Sering","Tidak Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya","Setuju","Setuju","Sangat Setuju","Perlu","harapannya semoga bisa menggunakan AI lebih bijak mulai dari cara menyaring dan mencari sumber informasi "
"54","2025-09-17 05:53:44","7","id","685261885","2025-09-17 05:50:28","2025-09-17 05:53:44","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Sangat Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Tidak",,,,"Perlu","Tingkatkan kolaborasi sistem pendidikan dengan AI"
"55","2025-09-17 06:09:26","7","id","219281490","2025-09-17 06:02:02","2025-09-17 06:09:26","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Sangat Paham","Paham","Tidak","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya",,,,"Perlu","Harapan saya:
1. Adanya pengecekan ke-orisinalan pada tugas individu ataupun kelompok
2. "
"56","2025-09-17 06:17:44","7","id","606344555","2025-09-17 06:13:31","2025-09-17 06:17:44","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Tidak Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Tidak Perlu",""
"57","2025-09-17 06:23:38","7","id","2002558283","2025-09-17 06:14:11","2025-09-17 06:23:38","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Tidak Paham","Ya","Sangat Sering","Sangat Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak","Setuju","Setuju","Setuju","Perlu","Harapan saya, regulasi penggunaan AI di PTKIN dapat disusun agar sejalan dengan nilai islam,menjunjung etika akademik, menjaga privasi data, mencegah plagiarisme, serta mendorong inovasi dan akses yg adil bagi seluruh sivitas akademika"
"58","2025-09-17 06:21:57","7","id","818585546","2025-09-17 06:14:30","2025-09-17 06:21:57","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Sangat Paham","Tidak Paham","Tidak","Sangat Sering","Sangat Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak",,,,"Sangat Perlu","Saran:

1. Pengembangan Pedoman Etika AI: PTKIN perlu mengembangkan pedoman etika penggunaan AI yang jelas dan terstruktur, termasuk prinsip-prinsip penggunaan AI yang bertanggung jawab, transparan, dan adil.
2. Pengawasan dan Monitoring: PTKIN perlu melakukan pengawasan dan monitoring terhadap penggunaan AI di lingkungan kampus untuk memastikan bahwa teknologi ini digunakan secara etis dan tidak melanggar hak-hak individu.
3. Pendidikan dan Pelatihan: PTKIN perlu menyediakan pendidikan dan pelatihan tentang AI dan etika penggunaannya kepada mahasiswa, dosen, dan staf untuk meningkatkan kesadaran dan kemampuan mereka dalam menggunakan AI secara bertanggung jawab.
4. Pengembangan Infrastruktur: PTKIN perlu mengembangkan infrastruktur yang mendukung penggunaan AI, seperti data center, jaringan, dan perangkat lunak yang memadai.

Harapan:

1. Peningkatan Kualitas Pendidikan: Dengan penggunaan AI yang tepat, PTKIN dapat meningkatkan kualitas pendidikan dan penelitian, serta meningkatkan kemampuan mahasiswa dalam menggunakan teknologi AI.
2. Peningkatan Efisiensi: AI dapat membantu PTKIN meningkatkan efisiensi dalam berbagai proses, seperti administrasi, pengelolaan data, dan lain-lain.
3. Pengembangan Penelitian: PTKIN dapat menggunakan AI untuk mengembangkan penelitian di bidang keagamaan dan ilmu pengetahuan, serta meningkatkan reputasi PTKIN di tingkat nasional dan internasional.
4. Peningkatan Keamanan: Dengan penggunaan AI yang tepat, PTKIN dapat meningkatkan keamanan data dan sistem informasi, serta melindungi hak-hak individu dan kelembagaan.

Dengan demikian, regulasi penggunaan AI di PTKIN diharapkan dapat meningkatkan kualitas pendidikan, penelitian, dan layanan, serta memastikan bahwa teknologi AI digunakan secara etis dan bertanggung jawab."
"59","2025-09-17 06:20:04","7","id","1236636668","2025-09-17 06:17:14","2025-09-17 06:20:04","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya",,,,"Sangat Tidak Perlu","."
"60","2025-09-17 06:27:25","7","id","127500369","2025-09-17 06:25:07","2025-09-17 06:27:25","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","-"
"61","2025-09-17 06:31:02","7","id","1407937210","2025-09-17 06:25:50","2025-09-17 06:31:02","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Sangat Paham","Tidak","Sering","Tidak Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Sangat Perlu","Harapan saya, regulasi penggunaan AI di PTKIN dapat menekankan pada pemanfaatan yang etis dan bertanggung jawab, khususnya agar AI digunakan sebagai alat bantu untuk belajar, riset, dan pengembangan keilmuan yang sejalan dengan nilai-nilai Islam, bukan sebagai jalan pintas yang merusak kejujuran akademik dan juga mahasiswa diberikan chatgpt premium yang di fasilitasi oleh perguruan tinggi seperti kampus yang ada di luar negeri"
"62","2025-09-17 06:34:19","7","id","1867943161","2025-09-17 06:28:50","2025-09-17 06:34:19","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Ya","Sangat Sering","Sangat Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak","Tidak Setuju","Sangat Setuju","Setuju","Perlu","Semoga kita bisa saling belajar agar penggunaan AI ini dengan bijak dan kita manusia tidak ketergantungan terhadap AI jadi kita yang harusnya bisa mengendalikan AI "
"63","2025-09-17 06:35:21","7","id","1567004769","2025-09-17 06:33:07","2025-09-17 06:35:21","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Sangat Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Ya",,,,"Perlu",""
"64","2025-09-17 06:36:04","7","id","788223565","2025-09-17 06:34:47","2025-09-17 06:36:04","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Pernah","Tidak Bergantung","Setuju","Ya","Tidak","Ya","2023","Ya","Ya","Ya",,,,"Ya","Setuju","Setuju","Sangat Setuju","Sangat Perlu","Harapan nya bisa dijadikan tempat untuk mendapatkan penjelasan bukan jawaban instant"
"65","2025-09-17 06:37:54","7","id","125070332","2025-09-17 06:36:14","2025-09-17 06:37:54","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Sangat Paham","Sangat Paham","Tidak","Sangat Sering","Tidak Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","AI harus dimanfaatkan dengan tepat"
"66","2025-09-17 07:03:23","7","id","1631715428","2025-09-17 06:59:45","2025-09-17 07:03:23","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak","Setuju","Tidak Setuju","Tidak Setuju","Perlu","cukup"
"67","2025-09-17 09:07:06","7","id","1904494329","2025-09-17 09:03:54","2025-09-17 09:07:06","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Ya",,,,"Tidak Perlu","Sarannya mah biar dipake secara bijak"
"69","2025-09-17 10:13:30","7","id","595401427","2025-09-17 10:10:25","2025-09-17 10:13:30","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Sangat Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Ya",,,,"Sangat Perlu","- Adanya peraturan tertulis yang membatasi s
penggunaan AI dalam hal belajar mengajar, khususnya ketika mengerjakan tugas maupun ujian
- Adanya permintaan untuk menggunakan AI sebagai sarana pembelajaran bukan untuk kesempatan melalukan kejahatan termasuk mencontek maupun hal semacamnya"
"73","2025-09-17 12:03:28","7","id","1958684502","2025-09-17 11:55:43","2025-09-17 12:03:28","Laki-laki","46 - 60","Universitas Islam Negeri Sunan Gunung Djati","Dosen dengan Tugas Tambahan (DT)","Lektor (L)","> 10 tahun",,"Sangat Menjanjikan","Sangat Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Ya",,,,"Sangat Perlu","Membntuk sejenis Lembaga/Konsorsium AI PTKIN untuk riset teknologi AI dan perangakat sosial hukum AI. Terdiri dari Dosen AI se-PTKIN, Dosen Hukum dan dosen prodi terkait lainnya"
"74","2025-09-17 12:01:11","7","id","1274911489","2025-09-17 11:56:50","2025-09-17 12:01:11","Perempuan","46 - 60","Universitas Islam Negeri Raden Fatah","Dosen dengan Tugas Tambahan (DT)","Lektor (L)","> 10 tahun",,"Sangat Menjanjikan","Sangat Paham","Sangat Paham","Tidak","Sangat Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Ya",,,,"Perlu","Regulasi penggunaan AI perlu diatur untuk beberapa kegiatan tertentu saja, seperti penulisan karya ilmiah, tugas akhir atau skripsi."
"75","2025-09-17 12:12:40","7","id","2912165","2025-09-17 11:57:38","2025-09-17 12:12:40","Laki-laki","46 - 60","Universitas Islam Negeri Sunan Kalijaga","Dosen tanpa Tugas Tambahan (DS)","Lektor Kepala (LK)","> 10 tahun",,"Sangat Menjanjikan","Paham","Paham","Tidak","Sering","Tidak Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Ya",,,,"Sangat Perlu","Pedoman yang jelas bagi civitas akademika PT"
"77","2025-09-17 12:04:41","7","id","447785774","2025-09-17 12:01:31","2025-09-17 12:04:41","Laki-laki","30 - 45","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Lektor (L)","> 10 tahun",,"Sangat Menjanjikan","Sangat Paham","Sangat Paham","Tidak","Sering","Tidak Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak",,,,"Sangat Perlu","Penggunaan AI secara bijak"
"78","2025-09-17 12:05:45","7","id","1617719859","2025-09-17 12:02:58","2025-09-17 12:05:45","Perempuan","30 - 45","Universitas Islam Negeri Syarif Hidayatullah","Dosen dengan Tugas Tambahan (DT)","Lektor (L)","> 10 tahun",,"Cukup Menjanjikan","Paham","Paham","Ya","Sering","Tidak Bergantung","Setuju","Ya","Ya","Ya","2025","Ya","Ya","Ya","Tidak",,,"Ya","Setuju","Setuju","Tidak Setuju","Perlu",""
"80","2025-09-17 12:08:41","7","id","340941564","2025-09-17 12:04:46","2025-09-17 12:08:41","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Dalam Proses Pengajuan Awal","< 2 tahun",,"Cukup Menjanjikan","Paham","Paham","Ya","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Ya","Setuju","Setuju","Tidak Setuju","Perlu","Sebaiknya sebelum menggunakan AI, mahasiswa semester awal dilatih dahulu kecakapan dalam membaca, dan menulis."
"81","2025-09-17 12:10:03","7","id","453480745","2025-09-17 12:07:02","2025-09-17 12:10:03","Perempuan","30 - 45","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Lektor (L)","5 – 10 tahun",,"Sedikit Mengkhawatirkan","Paham","Sangat Paham","Tidak","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak",,,,"Sangat Perlu","Terdapat batasan regulasi yg jelas tentang penggunaan AI untuk karya tulis ilmiah maupun tulisan atau speech resmi"
"84","2025-09-17 12:42:12","7","id","632568348","2025-09-17 12:09:59","2025-09-17 12:42:12","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Ya",,,,"Tidak",,,,"Sangat Perlu","Regulasi memang harus betul betul diatur, agar kemudian bisa digunakan secara bijak dan tidak berlebihan serta disalahgunakan oleh instisusi kampus, baik oleh mahasiswa, dosen dan tenaga pendidik yang lainnya. Dengan diatur nya regulasi, diharapkan AI memang betul betul bisa berguna dan membantu dalam proses apapaun khususnya di konteks kampus (PTKIN)."
"85","2025-09-17 12:14:50","7","id","118264184","2025-09-17 12:10:35","2025-09-17 12:14:50","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Sangat Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","perlu diperhatikan lagi penggunaan AI secara bijak dalam lingkungan pembelajaran, AI lebih baik digunakan untuk membantu pemahaman berkaitan dengan materi dibanding untuk mendapatkan jawaban dari tugas-tugas/pekerjaan secara instan."
"88","2025-09-17 12:17:15","7","id","871463558","2025-09-17 12:11:48","2025-09-17 12:17:15","Laki-laki","> 60","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Lektor Kepala (LK)","> 10 tahun",,"Sedikit Mengkhawatirkan","Paham","Paham","Ya","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Ya","Setuju","Setuju","Tidak Setuju","Perlu","Buatlah yg terbaik dantg bermanfaat"
"91","2025-09-17 12:20:13","7","id","740560006","2025-09-17 12:14:24","2025-09-17 12:20:13","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Sangat Paham","Sangat Paham","Ya","Sangat Sering","Bergantung","Sangat Setuju","Ya","Ya","Ya","2025","Ya","Ya","Ya",,,,"Ya","Setuju","Setuju","Tidak Setuju","Perlu","Menjadi sarana mempermudah segala aktivitas akademik maupun non akademik, dengan memaksimalkan potensi AI seperti menjadi tutor otodidak selama tidak ada kelas, menjadi alat bantu mengajar, dll maka AI akan bermanfaat maksimal "
"92","2025-09-17 12:19:10","7","id","1867017322","2025-09-17 12:15:19","2025-09-17 12:19:10","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak",,,,"Tidak Perlu","saya berharap AI bisa memudahkan untuk mencari informasi lebih dalam"
"93","2025-09-17 12:17:25","7","id","538442918","2025-09-17 12:15:20","2025-09-17 12:17:25","Laki-laki","30 - 45","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S2","Sangat Menjanjikan","Paham","Sangat Paham","Tidak","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","Adanya regulasi dan tools untuk tetapenjadikan kampus sebagai ruang akademik yang autentik"
"95","2025-09-17 12:22:08","7","id","1017129506","2025-09-17 12:15:54","2025-09-17 12:22:08","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Sangat Paham","Ya","Sangat Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Tidak",,,,"Ya","Tidak Setuju","Sangat Setuju","Setuju","Tidak Perlu","saran saya ada edukasi mengenai penggunaan AI secara bijak namun tidak untuk membatasi kreativitas dalam pekerjaan atau hal apapun yang menggunakan AI"
"101","2025-09-17 12:20:03","7","id","1526906344","2025-09-17 12:17:08","2025-09-17 12:20:03","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Paham","Tidak","Pernah","Tidak Bergantung","Tidak Setuju","Ya","Ya","Tidak",,,"Ya","Tidak",,,,"Ya","Setuju","Setuju","Setuju","Perlu",""
"103","2025-09-17 12:21:42","7","id","1705852429","2025-09-17 12:17:29","2025-09-17 12:21:42","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Sangat Paham","Sangat Paham","Tidak","Sangat Sering","Sangat Bergantung","Sangat Setuju","Ya","Ya","Ya","2025","Ya","Tidak",,,,,"Ya","Sangat Setuju","Tidak Setuju","Setuju","Sangat Perlu","Harapannya semoga dengan adanya ini makin update terhadap perkembangan teknologi terutama AI dan kalo boleh jadikan AI sebagai alat untuk belajar bukan dilarang, jadikan AI sebagai sarana untuk mempermudah pembelajaran "
"106","2025-09-17 12:22:28","7","id","1468910107","2025-09-17 12:20:20","2025-09-17 12:22:28","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Ya",,,,"Tidak",,,,"Perlu","Diharapkan lebih transparan dan hal-hal apa saja yang tidak diperbolehkan serta konsekuensi nya"
"108","2025-09-17 12:23:02","7","id","1994278336","2025-09-17 12:20:54","2025-09-17 12:23:02","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Sangat Paham","Sangat Paham","Tidak","Sangat Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak",,,,"Perlu","Harap penggunaan nya dipakai untuk hal yang wajar saja"
"109","2025-09-17 12:23:49","7","id","529136967","2025-09-17 12:21:05","2025-09-17 12:23:49","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Pernah","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak",,,,"Sangat Perlu","di gunakan secara bijak sehingga membantu pekerjaan"
"110","2025-09-17 12:28:06","7","id","1633587386","2025-09-17 12:21:25","2025-09-17 12:28:06","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak","Setuju","Sangat Setuju","Tidak Setuju","Perlu","Saya berharap regulasi penggunaan AI di PTKIN dapat memberikan arahan yang jelas sekaligus mendukung mahasiswa untuk berinovasi dalam pembelajaran maupun penelitian."
"111","2025-09-17 12:28:02","7","id","1936236521","2025-09-17 12:22:09","2025-09-17 12:28:02","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Sangat Paham","Sangat Paham","Ya","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Ya","Setuju","Setuju","Setuju","Sangat Perlu","Semoga ada kebijakan terkait penggunaan AI yang bijak dan efektif agar tetap menumbuhkan rasa ingin tahu yang besar kepada pelajar sehingga pengetahuan yang didapat tidak sekadar basic. Serta kalau ada rilis tutorial promt Ai yang efektif dalam menunjang pembelajaran di kelas"
"113","2025-09-17 12:29:29","7","id","815907317","2025-09-17 12:23:27","2025-09-17 12:29:29","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak","Setuju","Setuju","Tidak Setuju","Perlu","Perlu diadakan sosialisasi terkait pemanfaatan AI secara bijak serta tata cara penggunaan AI yang baik dan benar dalam pengerjaan tugas mata kuliah bagi mahasiswa"
"114","2025-09-17 12:26:35","7","id","763225019","2025-09-17 12:23:29","2025-09-17 12:26:35","Perempuan","30 - 45","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Lektor (L)","5 – 10 tahun",,"Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak",,,,"Sangat Perlu","Ingin ada regulasi yang jelas tentang penggunaan AI, karena saat ini mahasiswa sulit dicegah, sulit untuk diberitahu “gunakan AI dengan bijak” kalau belum ada indikator “bijak” itu seperti apa"
"115","2025-09-17 12:26:42","7","id","423908709","2025-09-17 12:23:55","2025-09-17 12:26:42","Perempuan","30 - 45","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Lektor (L)","5 – 10 tahun",,"Sangat Menjanjikan","Paham","Paham","Tidak","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak",,,,"Sangat Perlu","Semoga dibuat aturan yang bijak sehingga AI bisa dimanfaatkan dengan baik , kejelasan tentang apa yang boleh dan tidak boleh menggunakan AI"
"117","2025-09-17 12:29:22","7","id","647944310","2025-09-17 12:26:03","2025-09-17 12:29:22","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Sangat Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya",,,,"Perlu",""
"118","2025-09-17 12:29:42","7","id","216606060","2025-09-17 12:26:30","2025-09-17 12:29:42","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak",,,,"Perlu","Tidak harus seminar cukup dengan aturan ketika penyampaian cpmk ketika memulai semester baru"
"119","2025-09-17 12:33:04","7","id","713159539","2025-09-17 12:27:16","2025-09-17 12:33:04","Laki-laki","> 60","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Guru Besar (GB)","> 10 tahun",,"Cukup Menjanjikan","Paham","Paham","Tidak","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Ya",,,,"Sangat Tidak Perlu","Dibuat regulasi secara formal aturan penggunaan, termasuk didalamnya menyangkut etika dan sanksi bila terjadi palanggaran"
"121","2025-09-17 12:32:01","7","id","1679318926","2025-09-17 12:28:35","2025-09-17 12:32:01","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya","Setuju","Setuju","Setuju","Perlu","Harapanya bisa lebih baik"
"123","2025-09-17 12:31:24","7","id","1277755192","2025-09-17 12:28:48","2025-09-17 12:31:24","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Sangat Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Ya",,,,"Perlu","Saran AI bisa benar benar memfilter mana yang benar dan tidak karena kadang suka keliru, harapannya meskipun AI makin berkembang semoga tidak sepenuhnya menggantikan pemikiran manusia"
